UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_Encoded,Failure_Heat Dissipation Failure,Failure_No Failure,Failure_Overstrain Failure,Failure_Power Failure,Failure_Random Failures,Failure_Tool Wear Failure,Tool_Wear_Bin,RPM_Bin
794,M15653,M,296.8,307.9,1683.0,31.8,76,0,2,False,True,False,False,False,False,Medium,High
795,H30208,H,296.9,307.9,1547.0,32.6,79,0,0,False,True,False,False,False,False,Medium,Medium
796,L47975,L,296.9,307.8,1605.0,37.0,84,0,1,False,True,False,False,False,False,Medium,High
797,M15656,M,296.9,307.9,1895.5,18.9,86,0,2,False,True,False,False,False,False,Medium,High
798,L47977,L,296.8,307.7,1565.0,40.1,89,0,1,False,True,False,False,False,False,Medium,Medium
799,M15658,M,296.9,307.8,1828.0,24.6,91,0,2,False,True,False,False,False,False,Medium,High
800,M15659,M,297.0,307.8,1579.0,34.1,94,0,2,False,True,False,False,False,False,Medium,Medium
801,M15660,M,297.0,307.9,1882.0,24.2,97,0,2,False,True,False,False,False,False,Medium,High
802,L47981,L,296.9,307.8,1285.0,52.1,100,0,1,False,True,False,False,False,False,Medium,Low
803,L47982,L,296.9,307.8,1571.0,35.0,102,0,1,False,True,False,False,False,False,Medium,Medium
804,H30217,H,296.9,307.8,1549.0,37.8,104,0,0,False,True,False,False,False,False,Medium,Medium
805,M15664,M,296.9,307.8,1544.0,37.6,109,0,2,False,True,False,False,False,False,Medium,Medium
806,M15665,M,297.0,307.9,1412.0,47.4,112,0,2,False,True,False,False,False,False,Medium,Medium
807,M15666,M,297.0,307.9,1422.0,53.0,115,0,2,False,True,False,False,False,False,Medium,Medium
808,L47987,L,297.0,307.7,1867.0,22.8,118,0,1,False,True,False,False,False,False,Medium,High
809,L47988,L,296.9,307.7,1424.0,43.3,120,0,1,False,True,False,False,False,False,Medium,Medium
810,L47989,L,296.9,307.6,1452.0,45.7,122,0,1,False,True,False,False,False,False,Medium,Medium
811,L47990,L,296.9,307.7,1550.0,39.7,124,0,1,False,True,False,False,False,False,Medium,Medium
812,L47991,L,296.8,307.6,1588.0,37.6,126,0,1,False,True,False,False,False,False,Medium,Medium
813,L47992,L,296.8,307.6,1338.0,44.4,128,0,1,False,True,False,False,False,False,Medium,Low
814,L47993,L,296.8,307.6,1513.0,40.0,130,0,1,False,True,False,False,False,False,Medium,Medium
815,M15674,M,296.8,307.5,1470.0,45.9,132,0,2,False,True,False,False,False,False,Medium,Medium
816,M15675,M,296.8,307.5,1516.0,36.7,135,0,2,False,True,False,False,False,False,Medium,Medium
817,L47996,L,296.8,307.6,1434.0,48.3,138,0,1,False,True,False,False,False,False,Medium,Medium
818,L47997,L,296.8,307.6,1368.0,52.0,140,0,1,False,True,False,False,False,False,Medium,Low
819,L47998,L,296.8,307.6,1304.0,48.7,142,0,1,False,True,False,False,False,False,Medium,Low
820,L47999,L,296.8,307.6,1398.0,46.7,144,0,1,False,True,False,False,False,False,Medium,Low
821,L48000,L,296.7,307.6,1516.0,37.4,146,0,1,False,True,False,False,False,False,Medium,Medium
822,L48001,L,296.7,307.6,1474.0,41.7,148,0,1,False,True,False,False,False,False,Medium,Medium
823,M15682,M,296.7,307.6,1547.0,34.7,150,0,2,False,True,False,False,False,False,Medium,Medium
824,M15683,M,296.6,307.5,1482.0,39.9,153,0,2,False,True,False,False,False,False,High,Medium
825,L48004,L,296.6,307.4,1436.0,42.8,156,0,1,False,True,False,False,False,False,High,Medium
826,L48005,L,296.6,307.3,1474.0,40.0,158,0,1,False,True,False,False,False,False,High,Medium
827,L48006,L,296.5,307.2,1481.0,38.2,160,0,1,False,True,False,False,False,False,High,Medium
828,L48007,L,296.5,307.3,1501.0,42.1,162,0,1,False,True,False,False,False,False,High,Medium
829,L48008,L,296.5,307.3,1566.0,37.2,164,0,1,False,True,False,False,False,False,High,Medium
830,L48009,L,296.5,307.3,1579.0,34.5,166,0,1,False,True,False,False,False,False,High,Medium
831,L48010,L,296.6,307.4,1631.0,35.0,168,0,1,False,True,False,False,False,False,High,High
832,M15691,M,296.6,307.4,1544.0,42.3,170,0,2,False,True,False,False,False,False,High,Medium
833,L48012,L,296.6,307.4,1521.0,38.6,173,0,1,False,True,False,False,False,False,High,Medium
834,L48013,L,296.6,307.4,1616.0,28.0,175,0,1,False,True,False,False,False,False,High,High
835,H30248,H,296.6,307.4,1333.0,50.2,177,0,0,False,True,False,False,False,False,High,Low
836,M15695,M,296.7,307.4,1533.0,32.5,182,0,2,False,True,False,False,False,False,High,Medium
837,L48016,L,296.6,307.4,1368.0,45.1,185,0,1,False,True,False,False,False,False,High,Low
838,L48017,L,296.6,307.4,1465.0,47.8,187,0,1,False,True,False,False,False,False,High,Medium
839,H30252,H,296.6,307.4,1406.0,41.5,189,0,0,False,True,False,False,False,False,High,Medium
840,M15699,M,296.5,307.4,1565.0,43.5,194,0,2,False,True,False,False,False,False,High,Medium
841,L48020,L,296.6,307.5,1582.0,37.9,197,0,1,False,True,False,False,False,False,High,Medium
842,L48021,L,296.6,307.5,1439.0,45.5,199,0,1,False,True,False,False,False,False,High,Medium
843,M15702,M,296.6,307.5,1566.0,35.0,201,0,2,False,True,False,False,False,False,High,Medium
844,L48023,L,296.6,307.5,1485.0,42.7,204,0,1,False,True,False,False,False,False,High,Medium
845,L48024,L,296.5,307.5,1566.0,35.1,206,0,1,False,True,False,False,False,False,High,Medium
846,L48025,L,296.3,307.3,1439.0,41.5,208,0,1,False,True,False,False,False,False,High,Medium
847,M15706,M,296.4,307.4,1416.0,50.0,210,0,2,False,True,False,False,False,False,High,Medium
848,L48027,L,296.4,307.4,1895.5,12.800000000000011,213,1,1,False,False,False,True,False,False,High,High
849,L48028,L,296.3,307.4,1465.0,47.1,215,0,1,False,True,False,False,False,False,High,Medium
850,H30263,H,296.4,307.4,1586.0,35.5,0,0,0,False,True,False,False,False,False,Low,Medium
851,L48030,L,296.3,307.3,1567.0,31.4,5,0,1,False,True,False,False,False,False,Low,Medium
852,M15711,M,296.2,307.2,1389.0,48.6,7,0,2,False,True,False,False,False,False,Low,Low
853,M15712,M,296.3,307.3,1368.0,49.5,10,0,2,False,True,False,False,False,False,Low,Low
854,L48033,L,296.3,307.3,1444.0,49.0,13,0,1,False,True,False,False,False,False,Low,Medium
855,M15714,M,296.3,307.3,1498.0,41.6,15,0,2,False,True,False,False,False,False,Low,Medium
856,L48035,L,296.1,307.2,1615.0,30.8,18,0,1,False,True,False,False,False,False,Low,High
857,L48036,L,296.1,307.1,1895.5,22.7,20,0,1,False,True,False,False,False,False,Low,High
858,M15717,M,296.1,307.1,1350.0,53.3,22,0,2,False,True,False,False,False,False,Low,Low
859,M15718,M,296.2,307.0,1516.0,37.6,25,0,2,False,True,False,False,False,False,Low,Medium
860,H30273,H,296.2,307.0,1542.0,40.6,28,0,0,False,True,False,False,False,False,Low,Medium
861,H30274,H,296.1,306.9,1541.0,32.6,33,0,0,False,True,False,False,False,False,Low,Medium
862,M15721,M,296.1,306.9,1895.5,23.3,38,0,2,False,True,False,False,False,False,Low,High
863,H30276,H,296.1,306.8,1645.0,31.0,41,0,0,False,True,False,False,False,False,Low,High
864,L48043,L,296.0,306.7,1416.0,44.2,46,0,1,False,True,False,False,False,False,Low,Medium
865,M15724,M,296.0,306.7,1895.5,22.3,48,0,2,False,True,False,False,False,False,Low,High
866,L48045,L,295.9,306.6,1414.0,50.2,51,0,1,False,True,False,False,False,False,Medium,Medium
867,L48046,L,295.9,306.6,1678.0,26.7,53,0,1,False,True,False,False,False,False,Medium,High
868,H30281,H,295.9,306.5,1594.0,33.2,55,0,0,False,True,False,False,False,False,Medium,Medium
869,M15728,M,295.8,306.5,1514.0,37.7,60,0,2,False,True,False,False,False,False,Medium,Medium
870,L48049,L,295.8,306.5,1358.0,49.2,63,0,1,False,True,False,False,False,False,Medium,Low
871,L48050,L,295.8,306.4,1325.0,56.2,65,0,1,False,True,False,False,False,False,Medium,Low
872,L48051,L,295.8,306.4,1339.0,53.2,67,0,1,False,True,False,False,False,False,Medium,Low
873,M15732,M,295.8,306.4,1335.0,51.7,69,0,2,False,True,False,False,False,False,Medium,Low
874,L48053,L,295.9,306.4,1892.0,21.7,72,0,1,False,True,False,False,False,False,Medium,High
875,L48054,L,295.9,306.4,1575.0,28.5,74,0,1,False,True,False,False,False,False,Medium,Medium
876,M15735,M,295.8,306.3,1444.0,45.5,76,0,2,False,True,False,False,False,False,Medium,Medium
877,L48056,L,295.7,306.3,1895.5,22.4,79,0,1,False,True,False,False,False,False,Medium,High
878,M15737,M,295.6,306.2,1584.0,33.6,81,0,2,False,True,False,False,False,False,Medium,Medium
879,M15738,M,295.7,306.3,1685.0,34.9,84,0,2,False,True,False,False,False,False,Medium,High
880,L48059,L,295.8,306.3,1337.0,54.6,87,0,1,False,True,False,False,False,False,Medium,Low
881,M15740,M,295.8,306.3,1235.0,67.19999999999999,89,1,2,False,False,False,True,False,False,Medium,Low
882,L48061,L,295.7,306.2,1464.0,46.2,92,0,1,False,True,False,False,False,False,Medium,Medium
883,M15742,M,295.7,306.2,1739.0,25.9,94,0,2,False,True,False,False,False,False,Medium,High
884,L48063,L,295.7,306.3,1490.0,34.3,97,0,1,False,True,False,False,False,False,Medium,Medium
885,L48064,L,295.8,306.4,1356.0,48.0,99,0,1,False,True,False,False,False,False,Medium,Low
886,L48065,L,295.7,306.2,1397.0,52.0,101,0,1,False,True,False,False,False,False,Medium,Low
887,L48066,L,295.7,306.2,1458.0,40.6,103,0,1,False,True,False,False,False,False,Medium,Medium
888,H30301,H,295.7,306.2,1895.5,16.5,105,0,0,False,True,False,False,False,False,Medium,High
889,M15748,M,295.6,306.1,1651.0,28.1,110,0,2,False,True,False,False,False,False,Medium,High
890,L48069,L,295.6,306.1,1389.0,46.2,113,0,1,False,True,False,False,False,False,Medium,Low
891,L48070,L,295.6,306.0,1370.0,52.4,115,0,1,False,True,False,False,False,False,Medium,Low
892,L48071,L,295.7,306.1,1408.0,47.9,117,0,1,False,True,False,False,False,False,Medium,Medium
893,L48072,L,295.7,306.1,1343.0,54.4,119,0,1,False,True,False,False,False,False,Medium,Low
894,M15753,M,295.7,306.2,1423.0,42.5,121,0,2,False,True,False,False,False,False,Medium,Medium
895,L48074,L,295.6,306.2,1426.0,48.6,124,0,1,False,True,False,False,False,False,Medium,Medium
896,M15755,M,295.6,306.2,1435.0,51.6,126,0,2,False,True,False,False,False,False,Medium,Medium
897,L48076,L,295.5,306.1,1573.0,35.1,129,0,1,False,True,False,False,False,False,Medium,Medium
898,L48077,L,295.6,306.2,1612.0,31.2,131,0,1,False,True,False,False,False,False,Medium,High
899,L48078,L,295.6,306.2,1446.0,49.9,133,0,1,False,True,False,False,False,False,Medium,Medium
900,H30313,H,295.6,306.2,1329.0,55.3,135,0,0,False,True,False,False,False,False,Medium,Low
901,L48080,L,295.6,306.2,1569.0,35.1,140,0,1,False,True,False,False,False,False,Medium,Medium
902,H30315,H,295.6,306.1,1256.0,62.3,142,0,0,False,True,False,False,False,False,Medium,Low
903,L48082,L,295.6,306.1,1383.0,48.7,147,0,1,False,True,False,False,False,False,Medium,Low
904,L48083,L,295.7,306.2,1895.5,14.6,149,1,1,False,False,False,True,False,False,Medium,High
905,H30318,H,295.7,306.2,1458.0,49.8,151,0,0,False,True,False,False,False,False,High,Medium
906,L48085,L,295.6,306.1,1474.0,41.2,156,0,1,False,True,False,False,False,False,High,Medium
907,M15766,M,295.6,306.1,1462.0,49.2,158,0,2,False,True,False,False,False,False,High,Medium
908,M15767,M,295.6,306.1,1669.0,29.0,161,0,2,False,True,False,False,False,False,High,High
909,M15768,M,295.5,306.1,1822.0,24.3,164,0,2,False,True,False,False,False,False,High,High
910,L48089,L,295.5,306.0,1456.0,39.2,167,0,1,False,True,False,False,False,False,High,Medium
911,L48090,L,295.5,306.0,1546.0,35.9,169,0,1,False,True,False,False,False,False,High,Medium
912,M15771,M,295.6,306.1,1490.0,42.7,171,0,2,False,True,False,False,False,False,High,Medium
913,L48092,L,295.6,306.0,1569.0,40.4,174,0,1,False,True,False,False,False,False,High,Medium
914,L48093,L,295.5,306.0,1621.0,29.5,176,0,1,False,True,False,False,False,False,High,High
915,M15774,M,295.4,305.9,1518.0,40.6,178,0,2,False,True,False,False,False,False,High,Medium
916,M15775,M,295.4,305.8,1526.0,38.2,181,0,2,False,True,False,False,False,False,High,Medium
917,M15776,M,295.3,305.8,1589.0,36.2,184,0,2,False,True,False,False,False,False,High,Medium
918,L48097,L,295.3,305.7,1475.0,51.0,187,0,1,False,True,False,False,False,False,High,Medium
919,M15778,M,295.3,305.7,1473.0,38.5,189,0,2,False,True,False,False,False,False,High,Medium
920,L48099,L,295.4,305.8,1407.0,50.7,192,0,1,False,True,False,False,False,False,High,Medium
921,M15780,M,295.5,305.9,1518.0,44.1,194,0,2,False,True,False,False,False,False,High,Medium
922,H30335,H,295.5,305.9,1593.0,37.2,197,0,0,False,True,False,False,False,False,High,Medium
923,M15782,M,295.5,305.9,1380.0,52.4,202,0,2,False,True,False,False,False,False,High,Low
924,M15783,M,295.5,306.0,1423.0,45.3,205,0,2,False,True,False,False,False,False,High,Medium
925,L48104,L,295.5,306.0,1800.0,27.6,208,0,1,False,True,False,False,False,False,High,High
926,H30339,H,295.6,306.1,1623.0,30.9,210,0,0,False,True,False,False,False,False,High,High
927,L48106,L,295.6,306.1,1372.0,55.6,215,1,1,False,False,True,False,False,False,High,Low
928,H30341,H,295.6,306.0,1396.0,52.4,0,0,0,False,True,False,False,False,False,Low,Low
929,L48108,L,295.6,306.0,1895.5,21.9,5,0,1,False,True,False,False,False,False,Low,High
930,L48109,L,295.6,306.0,1419.0,51.1,7,0,1,False,True,False,False,False,False,Low,Medium
931,M15790,M,295.5,305.9,1453.0,47.3,9,0,2,False,True,False,False,False,False,Low,Medium
932,L48111,L,295.5,305.9,1542.0,36.2,12,0,1,False,True,False,False,False,False,Low,Medium
933,L48112,L,295.6,306.0,1363.0,50.0,14,0,1,False,True,False,False,False,False,Low,Low
934,L48113,L,295.5,306.0,1597.0,37.2,16,0,1,False,True,False,False,False,False,Low,Medium
935,M15794,M,295.5,306.0,1326.0,50.8,18,0,2,False,True,False,False,False,False,Low,Low
936,M15795,M,295.5,306.0,1641.0,36.6,21,0,2,False,True,False,False,False,False,Low,High
937,M15796,M,295.6,306.1,1418.0,46.2,24,0,2,False,True,False,False,False,False,Low,Medium
938,L48117,L,295.6,306.2,1263.0,61.8,27,0,1,False,True,False,False,False,False,Low,Low
939,L48118,L,295.6,306.2,1823.0,25.8,29,0,1,False,True,False,False,False,False,Low,High
940,L48119,L,295.5,306.1,1488.0,40.7,31,0,1,False,True,False,False,False,False,Low,Medium
941,L48120,L,295.6,306.2,1443.0,48.9,33,0,1,False,True,False,False,False,False,Low,Medium
942,L48121,L,295.6,306.2,1650.0,28.2,35,0,1,False,True,False,False,False,False,Low,High
943,M15802,M,295.7,306.3,1462.0,44.3,37,0,2,False,True,False,False,False,False,Low,Medium
944,M15803,M,295.6,306.2,1477.0,45.0,40,0,2,False,True,False,False,False,False,Low,Medium
945,M15804,M,295.7,306.3,1712.0,28.5,43,0,2,False,True,False,False,False,False,Low,High
946,M15805,M,295.7,306.3,1347.0,50.4,46,0,2,False,True,False,False,False,False,Low,Low
947,L48126,L,295.6,306.2,1287.0,54.8,49,0,1,False,True,False,False,False,False,Low,Low
948,L48127,L,295.6,306.2,1428.0,44.5,51,0,1,False,True,False,False,False,False,Medium,Medium
949,M15808,M,295.6,306.3,1426.0,45.5,53,0,2,False,True,False,False,False,False,Medium,Medium
950,L48129,L,295.6,306.3,1636.0,32.7,56,0,1,False,True,False,False,False,False,Medium,High
951,L48130,L,295.6,306.2,1424.0,42.5,58,0,1,False,True,False,False,False,False,Medium,Medium
952,H30365,H,295.6,306.3,1509.0,35.8,60,0,0,False,True,False,False,False,False,Medium,Medium
953,L48132,L,295.5,306.2,1448.0,48.9,65,0,1,False,True,False,False,False,False,Medium,Medium
954,L48133,L,295.5,306.1,1650.0,32.8,67,0,1,False,True,False,False,False,False,Medium,High
955,H30368,H,295.6,306.2,1414.0,42.5,69,0,0,False,True,False,False,False,False,Medium,Medium
956,L48135,L,295.6,306.3,1895.5,20.9,74,0,1,False,True,False,False,False,False,Medium,High
957,H30370,H,295.6,306.2,1632.0,32.2,76,0,0,False,True,False,False,False,False,Medium,High
958,M15817,M,295.7,306.4,1387.0,40.1,81,0,2,False,True,False,False,False,False,Medium,Low
959,L48138,L,295.8,306.4,1399.0,47.6,84,0,1,False,True,False,False,False,False,Medium,Low
960,L48139,L,295.8,306.5,1505.0,35.2,86,0,1,False,True,False,False,False,False,Medium,Medium
961,L48140,L,295.8,306.5,1534.0,37.9,88,0,1,False,True,False,False,False,False,Medium,Medium
962,L48141,L,295.8,306.5,1493.0,40.5,90,0,1,False,True,False,False,False,False,Medium,Medium
963,M15822,M,295.8,306.6,1480.0,43.2,92,0,2,False,True,False,False,False,False,Medium,Medium
964,L48143,L,295.8,306.6,1621.0,31.6,95,0,1,False,True,False,False,False,False,Medium,High
965,L48144,L,295.7,306.5,1737.0,26.2,97,0,1,False,True,False,False,False,False,Medium,High
966,L48145,L,295.8,306.6,1508.0,46.5,99,0,1,False,True,False,False,False,False,Medium,Medium
967,M15826,M,295.8,306.5,1641.0,32.2,101,0,2,False,True,False,False,False,False,Medium,High
968,M15827,M,295.9,306.6,1532.0,38.6,104,0,2,False,True,False,False,False,False,Medium,Medium
969,L48148,L,295.9,306.7,1547.0,40.9,107,0,1,False,True,False,False,False,False,Medium,Medium
970,L48149,L,295.9,306.6,1412.0,41.0,109,0,1,False,True,False,False,False,False,Medium,Medium
971,L48150,L,295.8,306.5,1568.0,35.1,111,0,1,False,True,False,False,False,False,Medium,Medium
972,L48151,L,295.9,306.6,1557.0,41.1,113,0,1,False,True,False,False,False,False,Medium,Medium
973,L48152,L,295.8,306.6,1644.0,35.2,115,0,1,False,True,False,False,False,False,Medium,High
974,L48153,L,295.9,306.6,1679.0,30.4,117,0,1,False,True,False,False,False,False,Medium,High
975,L48154,L,296.0,306.6,1511.0,35.2,119,0,1,False,True,False,False,False,False,Medium,Medium
976,M15835,M,296.0,306.6,1628.0,36.8,121,0,2,False,True,False,False,False,False,Medium,High
977,M15836,M,296.0,306.6,1392.0,51.3,124,0,2,False,True,False,False,False,False,Medium,Low
978,L48157,L,296.0,306.7,1895.5,21.0,127,0,1,False,True,False,False,False,False,Medium,High
979,M15838,M,296.2,306.8,1526.0,42.3,129,0,2,False,True,False,False,False,False,Medium,Medium
980,L48159,L,296.2,306.8,1389.0,53.3,132,0,1,False,True,False,False,False,False,Medium,Low
981,L48160,L,296.1,306.7,1409.0,42.8,134,0,1,False,True,False,False,False,False,Medium,Medium
982,L48161,L,296.2,306.8,1655.0,31.1,136,0,1,False,True,False,False,False,False,Medium,High
983,L48162,L,296.2,306.9,1516.0,39.1,138,0,1,False,True,False,False,False,False,Medium,Medium
984,L48163,L,296.2,306.9,1526.0,34.9,140,0,1,False,True,False,False,False,False,Medium,Medium
985,L48164,L,296.3,307.1,1419.0,48.6,142,0,1,False,True,False,False,False,False,Medium,Medium
986,L48165,L,296.4,307.2,1748.0,25.3,144,0,1,False,True,False,False,False,False,Medium,High
987,H30400,H,296.4,307.1,1638.0,32.5,146,0,0,False,True,False,False,False,False,Medium,High
988,M15847,M,296.3,307.1,1534.0,33.8,151,0,2,False,True,False,False,False,False,High,Medium
989,H30402,H,296.3,307.1,1774.0,25.9,154,0,0,False,True,False,False,False,False,High,High
990,M15849,M,296.2,307.0,1895.5,18.3,159,0,2,False,True,False,False,False,False,High,High
991,L48170,L,296.2,307.0,1414.0,48.3,162,0,1,False,True,False,False,False,False,High,Medium
992,M15851,M,296.1,307.0,1523.0,42.0,164,0,2,False,True,False,False,False,False,High,Medium
993,L48172,L,296.1,307.1,1651.0,35.7,167,0,1,False,True,False,False,False,False,High,High
994,M15853,M,296.1,307.1,1485.0,36.0,169,0,2,False,True,False,False,False,False,High,Medium
995,M15854,M,296.2,307.2,1168.0,63.4,172,0,2,False,True,False,False,False,False,High,Low
996,L48175,L,296.3,307.3,1566.0,35.8,175,0,1,False,True,False,False,False,False,High,Medium
997,M15856,M,296.3,307.2,1286.0,51.1,177,0,2,False,True,False,False,False,False,High,Low
998,M15857,M,296.3,307.2,1446.0,45.9,180,0,2,False,True,False,False,False,False,High,Medium
999,M15858,M,296.4,307.2,1895.5,19.4,183,0,2,False,True,False,False,False,False,High,High
1000,L48179,L,296.3,307.1,1560.0,33.2,186,0,1,False,True,False,False,False,False,High,Medium
1001,L48180,L,296.3,307.1,1654.0,29.6,188,0,1,False,True,False,False,False,False,High,High
1002,L48181,L,296.3,307.1,1662.0,32.9,190,0,1,False,True,False,False,False,False,High,High
1003,L48182,L,296.3,307.2,1646.0,35.0,192,0,1,False,True,False,False,False,False,High,High
1004,L48183,L,296.2,307.1,1444.0,46.7,194,0,1,False,True,False,False,False,False,High,Medium
1005,H30418,H,296.3,307.2,1424.0,42.0,196,0,0,False,True,False,False,False,False,High,Medium
1006,L48185,L,296.2,307.2,1382.0,52.0,201,0,1,False,True,False,False,False,False,High,Low
1007,L48186,L,296.2,307.1,1413.0,53.4,203,0,1,False,True,False,False,False,False,High,Medium
1008,M15867,M,296.2,307.2,1633.0,31.1,0,0,2,False,True,False,False,False,False,Low,High
1009,L48188,L,296.2,307.1,1441.0,41.7,3,0,1,False,True,False,False,False,False,Low,Medium
1010,M15869,M,296.2,307.2,1385.0,44.0,5,0,2,False,True,False,False,False,False,Low,Low
1011,M15870,M,296.2,307.2,1552.0,34.8,8,0,2,False,True,False,False,False,False,Low,Medium
1012,M15871,M,296.2,307.3,1451.0,42.8,11,0,2,False,True,False,False,False,False,Low,Medium
1013,M15872,M,296.1,307.1,1433.0,38.5,14,0,2,False,True,False,False,False,False,Low,Medium
1014,M15873,M,296.1,307.2,1619.0,29.7,17,0,2,False,True,False,False,False,False,Low,High
1015,L48194,L,296.2,307.2,1445.0,41.8,20,0,1,False,True,False,False,False,False,Low,Medium
1016,L48195,L,296.2,307.2,1356.0,43.6,22,0,1,False,True,False,False,False,False,Low,Low
1017,M15876,M,296.3,307.2,1319.0,67.19999999999999,24,1,2,False,False,False,True,False,False,Low,Low
1018,L48197,L,296.3,307.2,1637.0,31.6,27,0,1,False,True,False,False,False,False,Low,High
1019,L48198,L,296.3,307.2,1291.0,58.6,29,0,1,False,True,False,False,False,False,Low,Low
1020,L48199,L,296.3,307.3,1398.0,52.7,31,0,1,False,True,False,False,False,False,Low,Low
1021,L48200,L,296.3,307.3,1372.0,57.7,33,0,1,False,True,False,False,False,False,Low,Low
1022,M15881,M,296.3,307.2,1454.0,42.5,35,0,2,False,True,False,False,False,False,Low,Medium
1023,L48202,L,296.2,307.2,1515.0,36.5,38,0,1,False,True,False,False,False,False,Low,Medium
1024,L48203,L,296.2,307.3,1881.0,24.3,40,0,1,False,True,False,False,False,False,Low,High
1025,L48204,L,296.2,307.3,1711.0,29.9,42,0,1,False,True,False,False,False,False,Low,High
1026,L48205,L,296.2,307.3,1475.0,37.0,44,0,1,False,True,False,False,False,False,Low,Medium
1027,L48206,L,296.4,307.4,1512.0,36.8,46,0,1,False,True,False,False,False,False,Low,Medium
1028,M15887,M,296.3,307.4,1335.0,50.5,48,0,2,False,True,False,False,False,False,Low,Low
1029,L48208,L,296.3,307.4,1472.0,39.9,51,0,1,False,True,False,False,False,False,Medium,Medium
1030,M15889,M,296.2,307.3,1477.0,35.2,53,0,2,False,True,False,False,False,False,Medium,Medium
1031,L48210,L,296.3,307.4,1760.0,28.4,56,0,1,False,True,False,False,False,False,Medium,High
1032,L48211,L,296.4,307.5,1549.0,36.1,58,0,1,False,True,False,False,False,False,Medium,Medium
1033,L48212,L,296.3,307.4,1648.0,34.0,60,0,1,False,True,False,False,False,False,Medium,High
1034,H30447,H,296.4,307.5,1556.0,38.0,62,0,0,False,True,False,False,False,False,Medium,Medium
1035,M15894,M,296.3,307.4,1895.5,19.1,67,0,2,False,True,False,False,False,False,Medium,High
1036,L48215,L,296.4,307.4,1403.0,48.4,70,0,1,False,True,False,False,False,False,Medium,Medium
1037,M15896,M,296.4,307.5,1684.0,31.4,72,0,2,False,True,False,False,False,False,Medium,High
1038,H30451,H,296.4,307.5,1596.0,35.1,75,0,0,False,True,False,False,False,False,Medium,Medium
1039,L48218,L,296.6,307.6,1498.0,41.1,80,0,1,False,True,False,False,False,False,Medium,Medium
1040,L48219,L,296.7,307.7,1524.0,36.8,82,0,1,False,True,False,False,False,False,Medium,Medium
1041,L48220,L,296.7,307.7,1502.0,43.9,84,0,1,False,True,False,False,False,False,Medium,Medium
1042,L48221,L,296.6,307.6,1809.0,25.1,86,0,1,False,True,False,False,False,False,Medium,High
1043,L48222,L,296.6,307.6,1542.0,37.4,88,0,1,False,True,False,False,False,False,Medium,Medium
1044,L48223,L,296.5,307.6,1431.0,45.2,90,0,1,False,True,False,False,False,False,Medium,Medium
1045,L48224,L,296.5,307.6,1512.0,43.6,92,0,1,False,True,False,False,False,False,Medium,Medium
1046,H30459,H,296.4,307.5,1403.0,52.8,94,0,0,False,True,False,False,False,False,Medium,Medium
1047,L48226,L,296.4,307.5,1331.0,47.8,99,0,1,False,True,False,False,False,False,Medium,Low
1048,M15907,M,296.6,307.7,1474.0,52.6,101,0,2,False,True,False,False,False,False,Medium,Medium
1049,L48228,L,296.5,307.6,1607.0,33.5,104,0,1,False,True,False,False,False,False,Medium,High
1050,L48229,L,296.5,307.6,1415.0,44.2,106,0,1,False,True,False,False,False,False,Medium,Medium
1051,L48230,L,296.6,307.6,1671.0,28.8,108,0,1,False,True,False,False,False,False,Medium,High
1052,L48231,L,296.6,307.7,1556.0,37.7,110,0,1,False,True,False,False,False,False,Medium,Medium
1053,L48232,L,296.7,307.7,1895.5,23.9,112,0,1,False,True,False,False,False,False,Medium,High
1054,M15913,M,296.7,307.7,1597.0,32.1,114,0,2,False,True,False,False,False,False,Medium,Medium
1055,H30468,H,296.8,307.8,1627.0,30.5,117,0,0,False,True,False,False,False,False,Medium,High
1056,L48235,L,296.8,307.8,1480.0,39.4,122,0,1,False,True,False,False,False,False,Medium,Medium
1057,L48236,L,296.8,307.8,1565.0,39.5,124,0,1,False,True,False,False,False,False,Medium,Medium
1058,L48237,L,296.8,307.8,1573.0,36.4,126,0,1,False,True,False,False,False,False,Medium,Medium
1059,L48238,L,296.7,307.8,1605.0,31.3,128,0,1,False,True,False,False,False,False,Medium,High
1060,M15919,M,296.7,307.9,1874.0,21.3,130,0,2,False,True,False,False,False,False,Medium,High
1061,H30474,H,296.7,307.9,1424.0,53.8,133,0,0,False,True,False,False,False,False,Medium,Medium
1062,L48241,L,296.7,307.9,1420.0,50.1,138,0,1,False,True,False,False,False,False,Medium,Medium
1063,L48242,L,296.8,307.9,1372.0,49.0,140,0,1,False,True,False,False,False,False,Medium,Low
1064,M15923,M,296.8,307.8,1664.0,32.8,142,0,2,False,True,False,False,False,False,Medium,High
1065,M15924,M,296.8,307.9,1409.0,44.3,145,0,2,False,True,False,False,False,False,Medium,Medium
1066,L48245,L,296.8,307.9,1718.0,25.2,148,0,1,False,True,False,False,False,False,Medium,High
1067,M15926,M,296.9,307.8,1544.0,40.3,150,0,2,False,True,False,False,False,False,Medium,Medium
1068,L48247,L,296.9,307.8,1466.0,45.7,153,0,1,False,True,False,False,False,False,High,Medium
1069,L48248,L,296.8,307.8,1394.0,47.7,155,0,1,False,True,False,False,False,False,High,Low
1070,M15929,M,296.9,307.8,1840.0,24.6,157,0,2,False,True,False,False,False,False,High,High
